Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2532","Cassava and products","2013","2013","1000 tonnes","2657","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2013","2013","kg","1.88","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2532","Cassava and products","2013","2013","kcal/capita/day","6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5521","Feed","2531","Potatoes and products","2013","2013","1000 tonnes","22196","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5527","Seed","2531","Potatoes and products","2013","2013","1000 tonnes","3102","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2531","Potatoes and products","2013","2013","1000 tonnes","4803","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5131","Processing","2531","Potatoes and products","2013","2013","1000 tonnes","8453","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5154","Other uses (non-food)","2531","Potatoes and products","2013","2013","1000 tonnes","434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2531","Potatoes and products","2013","2013","1000 tonnes","57732","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2013","2013","kg","40.75","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2013","2013","kcal/capita/day","79","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5521","Feed","2533","Sweet potatoes","2013","2013","1000 tonnes","33368","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5527","Seed","2533","Sweet potatoes","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2533","Sweet potatoes","2013","2013","1000 tonnes","3533","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5154","Other uses (non-food)","2533","Sweet potatoes","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2533","Sweet potatoes","2013","2013","1000 tonnes","33734","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2013","2013","kg","23.81","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2533","Sweet potatoes","2013","2013","kcal/capita/day","64","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2535","Yams","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2535","Yams","2013","2013","kg","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2535","Yams","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5521","Feed","2534","Roots, Other","2013","2013","1000 tonnes","98","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2534","Roots, Other","2013","2013","1000 tonnes","95","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2534","Roots, Other","2013","2013","1000 tonnes","1609","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2534","Roots, Other","2013","2013","kg","1.14","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2534","Roots, Other","2013","2013","kcal/capita/day","3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5521","Feed","2536","Sugar cane","2013","2013","1000 tonnes","7183","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5131","Processing","2536","Sugar cane","2013","2013","1000 tonnes","122563","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2536","Sugar cane","2013","2013","1000 tonnes","31","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2536","Sugar cane","2013","2013","kg","0.02","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2536","Sugar cane","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5521","Feed","2537","Sugar beet","2013","2013","1000 tonnes","2800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5131","Processing","2537","Sugar beet","2013","2013","1000 tonnes","6457","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2541","Sugar non-centrifugal","2013","2013","1000 tonnes","440","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2541","Sugar non-centrifugal","2013","2013","kg","0.31","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2541","Sugar non-centrifugal","2013","2013","kcal/capita/day","3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5131","Processing","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","10333","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5154","Other uses (non-food)","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","13","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5142","Food","2542","Sugar (Raw Equivalent)","2013","2013","1000 tonnes","9469","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","645","Food supply quantity (kg/capita/yr)","2542","Sugar (Raw Equivalent)","2013","2013","kg","6.68","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","664","Food supply (kcal/capita/day)","2542","Sugar (Raw Equivalent)","2013","2013","kcal/capita/day","65","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","5123","Losses","2543","Sweeteners, Other","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
